outcome,backend,actual,counterfactual,absolute_uplift,relative_uplift,ci_low,ci_high,relative_ci_low,relative_ci_high,p_value,significant,material,verdict
gbv,bsts,396143003.8841404,372736725.559407,23406278.324733377,0.06279573951186324,19080291.262191534,29868233.25036198,0.05060243461761185,0.08154597489387518,0.0009995002498750624,True,True,material effect
room_nights,bsts,2160550.781770777,1976402.4980665701,184148.2837042068,0.09317347245024796,161296.7297108865,223731.68763133674,0.0806784558194081,0.11551501547476448,0.0009995002498750624,True,True,material effect
